Type,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_fire,Type_death,Impunity_for_murder,Taken_captive,Threatened,Tortured
Motive Confirmed,20-Jul-14,Khaled Reyadh Hamad,Male,Israel and the Occupied Palestinian Territory,Continue Production Films,Israel and the Occupied Palestinian Territory,Television,Camera Operator,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,30-Jun-14,Anatoly Klyan,Male,Ukraine,Pervy Kanal,Russia,Television,Camera Operator,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,27-Jun-14,Mohamed Taani,Male,Syria,SMART News Agency,Syria,Internet,Camera Operator,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,21-Jun-14,Yusuf Ahmed Abukar,Male,Somalia,"Radio Ergo, Mustaqbal Radio",Somalia,Radio,Broadcast,"Human Rights, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,20-Jun-14,Ahmed Hasan Ahmed,Male,Syria,Xinhua News Agency,Egypt,Internet,Camera Operator,"Human Rights, Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,19-Jun-14,Edgar Pantaleón Fernández Fleitas,Male,Paraguay,Belén Comunicaciones,Paraguayan,Radio,Broadcast,"Corruption, Crime, Politics",No,Local,"Criminal Group, Political Group",Murder,Yes,No,No,"No
"
Motive Confirmed,17-Jun-14,Igor Kornelyuk,Male,Ukraine,VGTRK,Russia,Television,Broadcast,War,No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,15-Jun-14,Khalid Ali Hamada,Male,Iraq,Al-Ahad TV,Iraq,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,27-May-14,Tarun Kumar Acharya,Male,India,"Kanak TV, Sambad",India,Television,Print Reporter,"Corruption, Crime, Human Rights",No,Local,Local Residents,Murder,Yes,No,Yes,"No
"
Motive Confirmed,26-May-14,Muftah Bu Zeid,Male,Libya,Brnieq,Libya,Internet,Editor,"Politics, War",No,Local,Unknown Fire,Murder,Yes,,,"
"
Motive Confirmed,24-May-14,Andrea Rocchelli,Male,Ukraine,Cesura photo agency,Italy,Internet,Photographer,"Human Rights, War",No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,21-May-14,Sadrul Alam Nipul,Male,Bangladesh,Dainik Mathabhanga,Bangladesh,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,14-May,Camille Lepage,Female,Central African Republic,Freelance,France,Internet,Photographer,"Human Rights, War",Yes,Foreign,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,16-May-14,Fausto Gabriel Alcaraz Garay,Male,Paraguay,Radio Amambay,Paraguay,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,4-May-14,Al-Moutaz Bellah Ibrahim,Male,Syria,Shaam News Network,Syria,Television,Broadcast,"Human Rights, Politics, War",Yes,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,25-Apr-14,Mouaz Alomar (Abu Mehdi Al Hamwi),Male,Syria,Freelance,Syria,Television,Broadcast,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,6-Apr-14,Rubylita Garcia,Female,Philippines,"Remate, dwAD",Philippines,Radio,Print Reporter,"Corruption, Crime",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,Unknown,Bilal Ahmed Bilal,Male,Syria,Palestine Today TV,Syria,Television,Broadcast,"Human Rights, Politics, War",No,Local,Government Officials,Dangerous Assignment,,No,No,"Yes
"
Motive Confirmed,4-Apr-14,Anja Niedringhaus,Female,Afghanistan,The Associated Press,Germany,Internet,Photographer,"Human Rights, War",No,Foreign,Government Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,28-Mar-14,Mayada Ashraf,Female,Egypt,Al-Dustour,Egypt,Internet,Internet Reporter,"Human Rights, Politics",No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,11-Mar-14,Nils Horner,Male,Afghanistan,Sveriges Radio,Sweden,Radio,Broadcast,"Politics, War",No,Foreign,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,10-Mar-14,Muthanna Abdel Hussein,Male,Iraq,Al-Iraqya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,10-Mar-14,Khaled Abdel Thamer,Male,Iraq,Al-Iraqya,Iraq,Television,Camera Operator,Politics,No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,9-Mar-14,Ali Mustafa,Male,Syria,Freelance,Canada,Internet,Photographer,"Human Rights, Politics, War",Yes,Foreign,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,8-Mar-14,Omar Abdul Qader,Male,Syria,Al-Mayadeen,Syria,Television,Camera Operator,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,"Between February 5 and 11, 2014",Gregorio Jiménez de la Cruz,Male,Mexico,Notisur and Liberal del Sur,Mexico,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Yes,Yes,Yes,"Yes
"
Motive Confirmed,20-Feb-14,Turad Mohamed al-Zahouri,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,19-Feb-14,Vyacheslav Veremiy,Male,Ukraine,Vesti,Ukraine,Internet,Internet Reporter,Politics,No,Local,Local Residents,Murder,Yes,No,No,"No
"
Motive Confirmed,16-Feb-14,Germain Kennedy Mumbere Muliwavyo,Male,Democratic Republic of the Congo,Radio Télévision Muungano ,Democratic Republic of the Congo,Television,Broadcast,"Politics, War",No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,13-Feb-14,Pedro Palma,Male,Brazil,Panorama Regional,Brazil,Print,Publisher,"Corruption, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,10-Feb-14,Santiago Ilídio Andrade,Male,Brazil,Bandeirantes,Brazil,Television,Camera Operator,Politics,No,Local,Local Residents,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,20-Jan-14,Firas Mohammed Attiyah,Male,Iraq,Fallujah TV,Iraq,Television,Broadcast,"Politics, War",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,13-Jan-14,Michael Tshele,Male,South Africa,Freelance,South Africa,Internet,Photographer,"Corruption, Human Rights",Yes,Local,Government Officials,Murder,Yes,No,No,"No
"
Motive Confirmed,1-Jan-14,Shan Dahar,Male,Pakistan,Abb Takk Television,Pakistan,Television,Broadcast,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,23-Dec-13,Jamal Abdul-Nasser Sami,Male,Iraq,Salaheddin TV ,Iraq,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,,"
"
Motive Confirmed,23-Dec-13,Raad Yassin Al-Baddi,Male,Iraq,Salaheddin TV ,Iraq,Television,Editor,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,23-Dec-13,Wassan Al-Azzawi,Female,Iraq,Salaheddin TV,Iraq,Television,Broadcast,"Culture, Politics",No,Local,Political Group,Murder,Yes,Yes,,"
"
Motive Confirmed,20-Dec-13,Molhem Barakat,Male,Syria,Freelance,Syrian,Internet,Photographer,"Human Rights, Politics, War",Yes,Local,"Military Officials, Political Group",Crossfire/Combat-Related,,,,"
"
Motive Confirmed,15-Dec-13,Nawras al-Nuaimi,Female,Iraq,Al-Mosuliya TV,Iraq,Television,Broadcast,"Corruption, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,6-Dec-13,Sai Reddy,Male,India,Deshbandhu,India,Print,Print Reporter,"Corruption, Culture, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,5-Dec-13,Kawa Garmyane,Male,Iraq,"Rayel, Awene",Iraq,Internet,Editor,"Corruption, Crime, Politics",No,Local,Unknown Fire,Murder,Partial,No,Yes,"No
"
Motive Confirmed,4-Dec-13,Yasser Faisal al-Jumaili,Male,Syria,Freelance,Iraq,Television,Camera Operator,"Politics, War",Yes,Foreign,Political Group,Murder,Yes,Yes,No,"
"
Motive Confirmed,29-Nov-13,Joas Dignos,Male,Philippines,DXGT Radio,Philippines,Radio,Broadcast,"Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,27-Nov-13,Wadih Sa'ad al-Hamdani,Male,Iraq,Baghdad TV,Iraq,Television,Broadcast,"Corruption, Crime, Culture, Politics, War",No,Local,Local Residents,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,24-Nov-13,Mohamed Yamen Naddaf,Male,Syria,Shahba Press,Syrian,Internet,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,24-Nov-13,Alaa Edward Butros,Male,Iraq,Freelance,Iraq,Television,Camera Operator,"Crime, Human Rights, Politics, War",Yes,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,19-Nov-13,Mohamed Ahmed Taysir Bellou,Male,Syria,Shahba Press,Syrian,Internet,Camera Operator,"Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,18-Nov-13,Saleh Ayyad Hafyana,Male,Libya,Fassato News Agency,Libya,Internet,Photographer,"Culture, Politics",No,Local,Paramilitary Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,2-Nov-13,Claude Verlon,Male,Mali,Radio France Internationale,France,Radio,Technician,"Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,2-Nov-13,Ghislaine Dupont,Female,Mali,Radio France Internationale,France,Radio,Broadcast,"Human Rights, Politics, War",No,Foreign,Political Group,Murder,Yes,Yes,No,"No
"
Motive Confirmed,29-Oct-13,Mohammad Saeed,Male,Syria,Al-Arabiya,Syria,Television,Broadcast,"Politics, War",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,26-Oct-13,Mohamed Mohamud,Male,Somalia,Universal TV,Somali,Television,Broadcast,"Politics, War",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,24-Oct-13,Bashar al-Nuaimi,Male,Iraq,Al-Mosuliya TV,Iraq,Television,Camera Operator,"Corruption, Culture, Politics, War",No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,11-Oct-13,Ayub Khattak,Male,Pakistan,Karak Times,Pakistan,Print,Print Reporter,Crime,No,Local,Criminal Group,Murder,Partial,No,Yes,"No
"
Motive Confirmed,5-Oct-13,Mohammed Ghanem,Male,Iraq,Al-Sharqiyah,Iraq,Television,Camera Operator,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,5-Oct-13,Mohammed Karim al-Badrani,Male,Iraq,Al-Sharqiyah,Iraq,Television,Broadcast,Culture,No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,11-Sep-13,Édison Alberto Molina,Male,Colombia,Puerto Berrío Stereo,Colombia,Radio,Broadcast,"Corruption, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,7-Sep-13,Rajesh Verma,Male,India,IBN 7,India,Television,Camera Operator,"Crime, Politics",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,5-Sep-13,Abdel Aziz Mahmoud Hasoun,Male,Syria,Masar Press,Syrian ,Internet,Internet Reporter,"Human Rights, Politics, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,29-Aug-13,Fernando Solijon,Male,Philippines,DxLS Love Radio,Philippines,Radio,Broadcast,"Corruption, Politics",No,Local,Government Officials,Murder,Partial,No,Yes,"No
"
Motive Confirmed,23-Aug-13,Rakesh Sharma,Male,India,Aaj,India,Print,Print Reporter,"Corruption, Crime, Politics",No,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,20-Aug-13,Narendra Dabholkar,Male,India,Sadhana,India,Print,Editor,"Culture, Politics",No,Local,Unknown Fire,Murder,Yes,No,Yes,"No
"
Motive Confirmed,20-Aug-13,Muhammad Hassan Al-Musalama,Male,Syria,Revolutionaries of Daraa Al-Muhata – Tariq Al-Sadd,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,19-Aug-13,Tamer Abdel Raouf,Male,Egypt,Al-Ahram,Syria,Print,Print Reporter,"Business, Corruption, Crime, Human Rights, Politics",No,Local,Government Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,16-Aug-13,Shahir al-Muaddamani,Male,Syria,Local Council of Deraya City Media Office,Syrai,Internet,Photographer,War,Yes,Local,Government Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,14-Aug-13,Mosaab al-Shami,Male,Egypt,Rassd News Network,Egypt,Internet,Photographer,"Human Rights, Politics",No,Local,Government Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,14-Aug-13,Ahmed Abdel Gawad,Male,Egypt,"Al-Akhbar, Misr25",Egypt,Television,Editor,"Human Rights, Politics",No,Local,Unknown Fire,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,14-Aug-13,Mick Deane,Male,Egypt,Sky News,United Kingdom,Television,Camera Operator,"Human Rights, Politics, War",No,Foreign,"Military Officials, Political Group",Dangerous Assignment,,,,"
"
Motive Confirmed,14-Aug-13,Habiba Ahmed Abd Elaziz,Female,Egypt,Al-Jazeera ,Egypt,Television,Broadcast,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,1-Aug-13,Mario Sy,Male,Philippines,Freelance,Philippines,Print,Photographer,Crime,Yes,Local,Criminal Group,Murder,Yes,No,No,"No
"
Motive Confirmed,27-Jul-13,Muhammed Tariq Jadua,Male,Syria,Jisr Al-Shaghur Multimedia Network,Syria,Television,Camera Operator,"Human Rights, War",Yes,Local,Government Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,9-Jul-13,Akhmednabi Akhmednabiyev,Male,Russia,Novoye Delo,Russia,Internet,Editor,"Corruption, Human Rights, Politics",No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,8-Jul-13,Ahmed Assem el-Senousy,Male,Egypt,Freedom and Justice,Egypt,Internet,Photographer,"Human Rights, Politics",No,Local,Military Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,7-Jul-13,Liban Abdullahi Farah,Male,Somalia,Kalsan TV,Somalia,Television,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,5-Jul-13,Fidaa al-Baali,Male,Syria,Orient News,Syria,Television,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,29-Jun-13,Salah al-Din Hassan,Male,Egypt,Shaab Masr,Egyptian,Internet,Internet Reporter,"Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,,,"
"
Motive Confirmed,11-Jun-13,José Roberto Ornelas de Lemos,Male,Brazil,Jornal Hora H,Brazil,Print,Publisher,"Corruption, Crime",No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,27-May-13,Yara Abbas,Female,Syria,Al-Ikhbariya,Syria,Television,Broadcast,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,24-Apr-13,Youssef Younis,Male,Syria,Freelance,Syrian,Internet,Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,21-Apr-13,Mohamed Ibrahim Raage,Male,Somalia,"Radio Mogadishu, Somali National Television",Somalia,Television,Broadcast,Politics,No,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,16-Apr-13,Aslam Durrani,Male,Pakistan,Daily Pakistan,Pakistan,Print,Editor,Politics,No,Local,Political Group,Dangerous Assignment,,,,"
"
Motive Confirmed,14-Apr-13,Walgney Assis Carvalho,Male,Brazil,Freelance,Brazil,Print,Photographer,Crime,Yes,Local,Government Officials,Murder,Partial,No,No,"No
"
Motive Confirmed,8-Apr-13,Mikhail Beketov,Male,Russia,Khimkinskaya Pravda,Russia,Print,Editor,Politics,No,Local,Government Officials,Murder,Yes,No,Yes,"No
"
Motive Confirmed,Unknown,Abdul Raheem Kour Hassan,Male,Syria,Watan FM,Syria,Internet,Broadcast,"Human Rights, Politics, War",No,Local,Government Officials,Dangerous Assignment,,Yes,No,"Yes
"
Motive Confirmed,29-Mar-13,Amer Diab,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,14-Mar-13,Mahmoud Natouf,Male,Syria,"Sana al-Thawra, Moadamyat Al-Sham Media Center",Syria,Internet,Camera Operator,War,No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,10-Mar-13,Ghaith Abd al-Jawad,Male,Syria,Qaboun Media Center,Syria,Internet,Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,10-Mar-13,Amr Badir al-Deen Junaid,Male,Syria,Qaboun Media Center,Syria,Internet,Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,8-Mar-13,Rodrigo Neto,Male,Brazil,Rádio Vanguarda and Vale do Aço,Brazil,Radio,Print Reporter,Crime,No,Local,Government Officials,Murder,Partial,No,Yes,"No
"
Motive Confirmed,3-Mar-13,Walid Jamil Amira,Male,Syria,Jobar Media Center,Syria,Internet,Camera Operator,"Human Rights, Politics, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,24-Feb-13,Olivier Voisin,Male,Syria,Freelance,France,Internet,Photographer,"Human Rights, Politics, War",Yes,Foreign,Unknown Fire,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,22-Feb-13,Mafaldo Bezerra Goes,Male,Brazil,FM Rio Jaguaribe,Brazil,Radio,Broadcast,Crime,No,Local,Criminal Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,17-Feb-13,Mohamed Saeed al-Hamwi,Male,Syria,Qaboun Media Center,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,15-Feb-13,Youssef Adel Bakri (Youssef Abu Jad),Male,Syria,Halab News Network ,Syria,Internet,Camera Operator,"Human Rights, War",No,Local,Military Officials,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,15-Feb-13,Ahmed Rajib Haider,Male,Bangladesh,Freelance,Bangladesh,Internet,Internet Reporter,"Corruption, Human Rights, Politics",Yes,Local,Political Group,Murder,No,No,Yes,"No
"
Motive Confirmed,31-Jan-13,Loay al-Nimir,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,31-Jan-13,Issam Obeid,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,31-Jan-13,Abdel Karim Nazir Ismail,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, War",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,18-Jan-13,Mohamed al-Mesalma,Male,Syria,Al-Jazeera,Syria,Television,Broadcast,War,No,Local,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,18-Jan-13,Abdihared Osman Aden,Male,Somalia,Shabelle Media Network,Somalia,Television,Producer,"Culture, Politics",Yes,Local,Unknown Fire,Murder,Yes,No,No,"No
"
Motive Confirmed,17-Jan-13,Yves Debay,Male,Syria,Assault,France,Internet,Internet Reporter,War,No,Foreign,Unknown Fire,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,13-Jan-13,Bassem Fawaz al-Zabi,Male,Syria,Freelance,Syria,Internet,Camera Operator,"Human Rights, Politics",Yes,Local,Unknown Fire,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,10-Jan-13,Mirza Iqbal Hussain,Male,Pakistan,News Network International,Pakistan,Internet,Photographer,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,10-Jan-13,Saif ur Rehman,Male,Pakistan,Samaa TV,Pakistan,Television,Broadcast,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,10-Jan-13,Imran Shaikh,Male,Pakistan,Samaa TV,Pakistan,Television,Camera Operator,"Crime, Human Rights, Politics",No,Local,Political Group,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,4-Jan-13,Suhail Mahmoud al-Ali,Male,Syria,Dunya TV,Syria,Television,Broadcast,War,No,Local,Political Group,Murder,Yes,,,"
"
Motive Confirmed,23-Dec-12,Dwijamani Singh,Male,India,Prime News,India,Television,Camera Operator,Politics,No,Local,Government Officials,Dangerous Assignment,,No,No,"No
"
Motive Confirmed,21-Dec-12,Abd al-Karim al-Ezzo,Male,Syria,Freelance,Syria,Internet,Camera Operator,War,Yes,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,12-Dec-12,Al-Hosseiny Abou Deif,Male,Egypt,El-Fagr,Egypt,Internet,Internet Reporter,"Human Rights, Politics",No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,5-Dec-12,Kazbek Gekkiyev,Male,Russia,VGTRK,Russia,Television,Broadcast,Culture,No,Local,Political Group,Murder,Yes,No,Yes,"No
"
Motive Confirmed,4-Dec-12,Naji Asaad,Male,Syria,Tishreen,Syria,Print,Editor,War,No,Local,Political Group,Crossfire/Combat-Related,,No,No,"No
"
Motive Confirmed,28-Nov-12,Mohamed Quratem,Male,Syria,Enab Baladi,Syria,Print,Print Reporter,War,No,Local,Military Officials,Crossfire/Combat-Related,,,,"
"
Motive Confirmed,27-Nov-12,Guillermo Quiroz Delgado,Male,Colombia,Freelance,Colombia,Television,Print Reporter,Politics,Yes,Local,Government Officials,Dangerous Assignment,,,,"
"
Motive Confirmed,25-Nov-12,Mohamed al-Khal,Male,Syria,Freelance,Syria,Television,Camera Operator,"Human Rights, Politics, War",Yes,Local,Government Officials,Crossfire/Combat-Related,,No,No,"No
"
