State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
Wisconsin,1990,6.1,6.0,12.1,100.2,1.5,4.9
West Virginia,1990,2.5,3.8,6.3,27.8,0.3,1.8
Vermont,1990,1.3,0.4,1.7,11.7,1.2,0.6
Mississippi,1990,1.3,3.4,4.8,38.8,0.4,2.6
Missouri,1990,5.3,4.9,10.1,103.6,-1.6,5.1
Montana,1990,1.4,1.2,2.6,13.2,1.1,0.8
Nebraska,1990,1.4,4.8,6.2,33.7,3.8,1.6
Nevada,1990,1.6,2.8,4.4,31,7.2,1.2
New Hampshire,1990,3.3,1.0,4.3,23.8,-3.6,1.1
New Jersey,1990,18.9,13.7,32.6,214.4,0.8,7.7
New Mexico,1990,1.8,3.2,5.0,26.6,2.9,1.5
New York,1990,46.5,48.0,94.5,493.2,0.5,18.0
North Carolina,1990,3.1,12.7,15.7,139.7,0.6,6.6
Minnesota,1990,3.8,13.6,17.4,102.8,0.8,4.4
North Dakota,1990,0.9,1.0,1.9,11.5,3.4,0.6
Oklahoma,1990,3.7,4.5,8.2,57.8,1.3,3.1
Oregon,1990,6.6,3.6,10.1,56.6,3.6,2.8
Pennsylvania,1990,10.9,34.8,45.7,245.3,1.4,11.9
Rhode Island,1990,3.6,0.7,4.3,21.7,-0.8,1.0
South Carolina,1990,3.9,5.8,9.7,65.2,2.4,3.5
South Dakota,1990,1.8,0.5,2.3,12.8,4.4,0.7
Tennessee,1990,2.6,9.2,11.8,94.1,-1.0,4.9
Texas,1990,7.9,56.3,64.1,378.9,4.4,17.0
All states combined,1990,318.0,542.0,860.0,"5,963.10",1.9,248.7
Utah,1990,1.8,8.2,10.0,31.2,5.1,1.7
Ohio,1990,11.2,12.0,23.2,227.4,0.6,10.8
Michigan,1990,9.2,12.2,21.4,193.1,-2.4,9.3
Massachusetts,1990,18.7,8.3,27.0,159.5,-2.8,6.0
Maryland,1990,6.6,9.6,16.3,112.8,1.2,4.8
Wyoming,1990,0.9,1.3,2.3,12.7,7.1,0.5
,1990,0.0,0.0,0.0,0,0.0,0.0
Alabama,1990,4.0,6.2,10.2,71.6,0.9,4.0
Alaska,1990,5.5,4.8,10.4,25,2.9,0.6
Arizona,1990,2.2,15.4,17.6,70.6,0.3,3.7
Arkansas,1990,1.7,2.9,4.6,38.7,0.4,2.4
California,1990,28.9,64.5,93.4,773.5,3.1,29.8
Colorado,1990,2.4,10.9,13.4,75.6,2.3,3.3
Connecticut,1990,11.0,3.4,14.4,100.2,0.8,3.3
Delaware,1990,3.0,1.0,4.0,19.9,1.6,0.7
Virginia,1990,6.1,9.7,15.8,145,1.5,6.2
District of Columbia,1990,0.0,4.4,4.4,39.7,2.1,0.6
Georgia,1990,3.1,14.3,17.4,140.6,1.3,6.5
Hawaii,1990,3.4,1.0,4.4,32.5,6.6,1.1
Idaho,1990,1.0,0.6,1.5,18,2.6,1.0
Illinois,1990,15.3,16.8,32.0,279,0.9,11.4
Indiana,1990,4.1,6.7,10.9,110.9,-0.3,5.5
Iowa,1990,1.9,3.6,5.5,56.1,2.2,2.8
Kansas,1990,0.3,6.7,7.0,51.9,2.4,2.5
Kentucky,1990,5.3,8.0,13.3,68.4,0.6,3.7
Louisiana,1990,12.8,8.8,21.6,95.2,4.8,4.2
Maine,1990,2.1,1.3,3.4,23.3,-1.1,1.2
Florida,1990,10.0,43.5,53.5,256.6,2.4,12.9
Washington,1990,5.7,18.0,23.6,118.6,5.8,4.9
Alabama,1991,4.2,6.6,10.8,76,2.7,4.1
Alaska,1991,5.3,4.8,10.1,22.3,-13.9,0.6
Montana,1991,1.6,0.8,2.4,13.9,1.4,0.8
Minnesota,1991,3.9,15.0,18.9,106.1,-0.1,4.4
Michigan,1991,10.1,13.3,23.4,197.7,-1.0,9.4
Massachusetts,1991,21.1,8.5,29.6,160.7,-2.5,6.0
Maryland,1991,7.5,10.0,17.5,115.4,-1.0,4.8
Maine,1991,2.6,1.5,4.1,23.4,-2.8,1.2
Louisiana,1991,10.7,8.7,19.4,96,-2.4,4.2
Kentucky,1991,6.0,8.3,14.4,71.7,1.3,3.7
Kansas,1991,0.3,6.9,7.2,54,0.7,2.5
Iowa,1991,1.6,3.5,5.1,57.9,-0.1,2.8
Indiana,1991,4.6,6.6,11.2,114.6,0.0,5.6
Illinois,1991,18.2,19.7,37.9,288.5,0.0,11.5
Idaho,1991,1.1,0.6,1.7,18.9,1.3,1.0
Hawaii,1991,4.2,1.1,5.3,34.4,2.1,1.1
Georgia,1991,3.7,15.1,18.8,147.8,1.6,6.6
Florida,1991,11.1,41.5,52.5,267.7,0.9,13.2
District of Columbia,1991,0.0,4.9,4.9,41.4,1.0,0.6
Delaware,1991,3.2,1.0,4.2,21.7,5.6,0.7
Connecticut,1991,13.0,3.5,16.5,101.5,-2.0,3.3
Colorado,1991,2.7,11.2,13.9,79.8,2.1,3.4
California,1991,32.0,66.1,98.1,790,-1.2,30.1
Arkansas,1991,1.8,3.1,4.8,41.6,4.0,2.4
Mississippi,1991,1.4,3.5,4.9,40.9,2.0,2.6
Arizona,1991,2.5,16.0,18.5,73.4,0.5,3.8
Missouri,1991,5.8,5.3,11.1,109.2,2.0,5.2
Nevada,1991,1.7,4.5,6.2,32.8,2.4,1.3
West Virginia,1991,2.8,3.8,6.6,29.1,1.4,1.8
Washington,1991,6.5,19.6,26.2,125.9,2.6,5.0
Virginia,1991,6.5,11.6,18.1,151.1,0.8,6.3
Vermont,1991,1.5,0.5,1.9,11.7,-2.8,0.6
Utah,1991,1.9,8.2,10.1,33.5,3.7,1.8
All states combined,1991,346.0,570.0,916.0,"6,158.10",-0.1,251.8
Texas,1991,7.7,57.2,64.9,393.6,0.5,17.3
Tennessee,1991,2.8,9.4,12.2,101.2,4.0,5.0
South Dakota,1991,1.8,0.5,2.3,13.7,4.0,0.7
South Carolina,1991,4.2,6.1,10.3,68,0.9,3.5
Rhode Island,1991,4.4,0.8,5.2,21.7,-2.9,1.0
Pennsylvania,1991,11.6,36.5,48.1,255.2,0.6,11.9
Oregon,1991,6.5,3.8,10.2,59.4,1.6,2.9
Oklahoma,1991,3.7,4.9,8.7,59.6,-0.2,3.2
Ohio,1991,11.4,14.4,25.7,234,-0.5,10.9
North Dakota,1991,1.0,1.0,1.9,11.7,-1.7,0.6
North Carolina,1991,3.5,13.2,16.7,146.4,1.4,6.8
New York,1991,51.8,55.5,107.3,497.3,-2.5,18.1
New Mexico,1991,1.8,3.2,4.9,30.3,10.2,1.5
New Jersey,1991,19.0,14.7,33.7,221.9,0.1,7.8
New Hampshire,1991,4.1,1.1,5.2,24.8,0.8,1.1
Nebraska,1991,1.6,4.7,6.3,35.6,2.1,1.6
Wisconsin,1991,6.6,6.9,13.6,104.8,1.1,4.9
Wyoming,1991,0.9,1.2,2.1,13,-1.2,0.5
Arkansas,1992,1.9,3.4,5.3,45,5.9,2.4
New Hampshire,1992,4.7,1.1,5.8,26.3,4.0,1.1
New Jersey,1992,19.8,15.2,34.9,230.8,1.7,7.9
New Mexico,1992,1.6,3.1,4.7,32.6,5.3,1.6
New York,1992,55.9,60.2,116.1,519.7,2.2,18.2
North Carolina,1992,3.8,14.0,17.9,159.3,6.4,6.9
North Dakota,1992,1.0,0.9,2.0,12.9,7.8,0.6
Ohio,1992,12.2,13.8,26.0,250.7,4.7,10.9
Oklahoma,1992,3.7,5.3,9.0,62.2,2.0,3.2
Oregon,1992,6.3,4.3,10.5,63.4,4.3,2.9
Pennsylvania,1992,13.0,35.1,48.1,269.8,3.4,12.0
Rhode Island,1992,5.2,0.8,6.0,22.7,1.9,1.0
South Carolina,1992,4.7,6.6,11.3,71.8,3.3,3.6
South Dakota,1992,1.9,0.5,2.4,14.9,6.0,0.7
Tennessee,1992,2.8,9.6,12.4,111.7,7.9,5.0
Texas,1992,8.0,57.4,65.4,416.4,3.4,17.7
All states combined,1992,372.3,603.3,975.6,"6,520.30",3.5,254.9
Utah,1992,2.2,8.3,10.4,35.6,3.9,1.8
Vermont,1992,1.5,0.5,2.0,12.5,4.5,0.6
Virginia,1992,7.4,12.8,20.2,159,2.9,6.4
Washington,1992,7.2,20.8,28.0,134.5,4.4,5.1
West Virginia,1992,2.6,3.8,6.4,30.4,2.2,1.8
Nevada,1992,1.9,3.9,5.8,36.1,7.5,1.3
Nebraska,1992,1.8,3.6,5.4,38.2,4.9,1.6
Montana,1992,1.9,1.9,3.7,14.9,5.3,0.8
Missouri,1992,6.3,5.7,12.0,115.3,3.3,5.2
Alabama,1992,4.1,6.8,11.0,81.3,4.5,4.1
California,1992,37.8,76.4,114.2,807.4,-0.1,30.5
Colorado,1992,3.0,13.3,16.3,87.3,7.0,3.5
Connecticut,1992,12.0,3.8,15.8,105.8,1.9,3.3
Delaware,1992,3.5,1.0,4.6,22.9,3.0,0.7
District of Columbia,1992,0.0,4.9,4.9,43.2,1.9,0.6
Florida,1992,12.3,43.0,55.3,284.7,4.0,13.5
Georgia,1992,4.5,16.2,20.7,160.1,5.9,6.8
Hawaii,1992,4.7,1.4,6.0,36.1,2.8,1.1
Idaho,1992,1.3,0.7,1.9,20.6,7.0,1.1
Arizona,1992,2.8,16.3,19.1,82.7,10.2,3.9
Illinois,1992,18.7,21.9,40.6,306.2,3.8,11.6
Iowa,1992,1.9,3.6,5.5,61.9,4.4,2.8
Kansas,1992,0.5,7.3,7.8,56.9,3.1,2.5
Kentucky,1992,6.6,9.3,15.9,77.5,5.8,3.8
Louisiana,1992,10.0,8.9,18.8,90.9,-7.5,4.3
Maine,1992,2.6,1.5,4.1,24.3,1.7,1.2
Maryland,1992,8.3,10.7,19.1,119.5,1.3,4.9
Massachusetts,1992,24.0,8.9,32.9,167.4,1.9,6.1
Michigan,1992,10.4,14.0,24.3,212.1,4.9,9.4
Minnesota,1992,4.1,15.8,20.0,114.5,5.5,4.5
Mississippi,1992,1.6,3.6,5.2,44,5.3,2.6
Indiana,1992,5.2,7.6,12.7,124.7,6.4,5.6
Alaska,1992,4.9,5.0,9.9,22.8,-0.2,0.6
Wisconsin,1992,7.3,7.7,15.0,113,5.4,5.0
Wyoming,1992,0.9,1.2,2.1,13.2,-0.7,0.5
Illinois,1993,19.9,23.9,43.8,320.1,2.1,11.7
Minnesota,1993,4.1,17.0,21.1,117.9,0.6,4.5
Michigan,1993,11.0,16.3,27.3,226.4,4.3,9.5
Massachusetts,1993,25.4,9.1,34.5,173.5,1.2,6.1
Maine,1993,3.0,1.5,4.5,25.2,1.2,1.2
Louisiana,1993,9.6,8.3,17.8,95.9,3.0,4.3
Kentucky,1993,6.8,10.5,17.3,81.6,2.8,3.8
Kansas,1993,0.9,7.0,8,59,1.2,2.5
Iowa,1993,1.8,4.0,5.8,63.4,0.1,2.8
Indiana,1993,5.5,7.4,12.8,132.1,3.5,5.7
Idaho,1993,1.3,0.7,2,23.1,9.4,1.1
Hawaii,1993,5.0,1.7,6.7,36.7,-0.7,1.1
Georgia,1993,4.5,15.6,20.1,171.7,4.8,6.9
Florida,1993,13.6,45.4,59.1,304.4,4.5,13.8
District of Columbia,1993,0.0,5.1,5.1,45.4,2.6,0.6
Delaware,1993,3.5,1.2,4.7,23.5,0.2,0.7
Connecticut,1993,12.8,4.0,16.8,107.7,-0.5,3.3
Colorado,1993,3.1,11.3,14.4,95.7,7.0,3.6
California,1993,41.3,81.6,122.9,826.4,0.0,30.9
Arkansas,1993,1.9,3.1,5,47.6,3.2,2.4
Arizona,1993,3.1,15.6,18.7,89.3,5.5,4.1
Alaska,1993,4.4,3.8,8.3,23.3,0.0,0.6
Alabama,1993,4.2,7.3,11.4,84.6,1.7,4.2
Mississippi,1993,1.7,3.5,5.2,47.3,5.1,2.7
Missouri,1993,6.5,5.6,12.1,118.9,0.7,5.3
Maryland,1993,8.7,11.3,20.1,125.5,2.6,4.9
Nebraska,1993,1.6,4.6,6.2,39.4,0.6,1.6
Wyoming,1993,0.8,1.1,1.9,13.8,2.2,0.5
Wisconsin,1993,7.7,9.0,16.6,120,3.8,5.0
West Virginia,1993,2.7,3.7,6.4,31.9,2.4,1.8
Washington,1993,7.8,22.1,29.9,142.5,3.5,5.2
Virginia,1993,7.4,13.2,20.6,167.7,3.0,6.4
Vermont,1993,1.4,0.5,1.9,13,1.5,0.6
Utah,1993,2.2,8.4,10.6,38.6,6.0,1.9
All states combined,1993,389.7,628.0,"1,017.70","6,858.60",2.8,258.1
Montana,1993,1.7,0.9,2.7,16.1,5.0,0.8
Tennessee,1993,2.6,9.9,12.5,119.6,4.6,5.1
South Dakota,1993,1.8,0.6,2.4,16.1,5.7,0.7
South Carolina,1993,4.9,6.2,11.1,76.2,3.5,3.6
Rhode Island,1993,5.0,0.7,5.7,23.6,1.6,1.0
Texas,1993,8.7,59.8,68.5,443.8,4.1,18.1
Oregon,1993,5.8,4.9,10.7,69.4,7.0,3.0
Oklahoma,1993,3.9,4.9,8.8,65.6,2.9,3.2
Ohio,1993,12.5,14.2,26.7,259.6,1.2,11.0
North Dakota,1993,0.8,1.0,1.8,13,-1.2,0.6
North Carolina,1993,4.0,14.6,18.6,168,3.0,7.0
New York,1993,59.2,63.4,122.6,537.5,1.0,18.3
New Mexico,1993,1.6,2.9,4.5,36.9,10.4,1.6
New Jersey,1993,21.8,15.7,37.5,240.4,1.8,7.9
New Hampshire,1993,5.2,1.0,6.3,27.4,1.5,1.1
Pennsylvania,1993,13.0,38.0,51,281.7,2.0,12.0
Nevada,1993,1.7,4.9,6.6,40,8.5,1.4
Nevada,1994,1.7,5.0,6.6,45.2,10.5,1.5
Oregon,1994,5.6,5.3,11,75.4,6.4,3.1
Oklahoma,1994,3.9,4.9,8.7,68.3,1.9,3.3
Ohio,1994,12.1,15.4,27.5,281.9,6.3,11.0
North Dakota,1994,0.8,1.0,1.7,14.3,7.3,0.6
New Hampshire,1994,5.7,1.0,6.7,29.2,4.5,1.2
New York,1994,65.1,68.3,133.4,555.3,1.2,18.4
New Mexico,1994,1.7,2.9,4.7,41.7,10.7,1.6
New Jersey,1994,22.9,16.5,39.3,251.6,2.5,8.0
Pennsylvania,1994,13.7,41.6,55.3,296.6,3.1,12.0
North Carolina,1994,4.5,15.6,20.2,181.3,5.7,7.2
Rhode Island,1994,5.5,0.8,6.3,24.4,1.2,1.0
Missouri,1994,6.5,6.2,12.7,130.6,7.5,5.3
South Dakota,1994,1.7,0.6,2.3,17.3,5.4,0.7
Tennessee,1994,2.6,9.8,12.5,129.9,6.4,5.2
Texas,1994,9.4,60.3,69.7,476,5.0,18.4
All states combined,1994,411.0,663.7,"1,074.70","7,287.20",4.0,261.3
Utah,1994,2.1,8.5,10.6,42.6,7.9,1.9
Vermont,1994,1.6,0.5,2.1,13.7,2.9,0.6
Virginia,1994,7.9,14.1,22,177.1,3.4,6.5
Washington,1994,8.3,20.5,28.8,150.8,3.6,5.3
West Virginia,1994,2.5,3.8,6.3,34.6,6.2,1.8
Alabama,1994,3.9,7.4,11.3,90.1,4.3,4.2
Nebraska,1994,1.5,4.7,6.2,43.5,8.2,1.6
South Carolina,1994,5.0,7.2,12.2,82.1,5.5,3.7
Montana,1994,2.1,0.8,3,17.1,4.1,0.8
Wisconsin,1994,7.7,9.6,17.4,129.4,5.6,5.1
Mississippi,1994,2.1,3.7,5.8,51.6,6.7,2.7
Alaska,1994,3.6,3.8,7.4,23.6,-0.7,0.6
Arizona,1994,3.2,16.0,19.2,100.4,10.1,4.2
Arkansas,1994,1.8,3.2,5,51.4,5.8,2.5
California,1994,48.1,92.8,140.9,861.4,2.0,31.3
Colorado,1994,3.3,14.7,17.9,104.5,7.0,3.7
Connecticut,1994,13.6,4.4,18,113.1,2.9,3.3
Delaware,1994,3.4,1.2,4.6,25.6,6.8,0.7
District of Columbia,1994,0.0,4.4,4.4,46.7,0.7,0.6
Florida,1994,14.6,45.9,60.5,327.2,5.2,14.1
Georgia,1994,5.2,15.5,20.7,188,7.2,7.1
Hawaii,1994,5.1,1.9,7.1,37.4,-0.3,1.1
Wyoming,1994,0.7,1.1,1.8,14.1,-0.1,0.5
Illinois,1994,20.4,26.1,46.4,348,6.4,11.8
Idaho,1994,1.3,0.9,2.1,25.5,7.9,1.1
Michigan,1994,11.5,16.6,28.1,251.5,8.8,9.5
Massachusetts,1994,26.7,9.2,35.9,185.7,4.8,6.1
Maryland,1994,9.1,11.9,21.1,133.3,4.0,5.0
Maine,1994,3.0,1.6,4.6,26.5,3.1,1.2
Minnesota,1994,4.4,17.6,22,128.2,6.4,4.6
Kentucky,1994,6.7,12.0,18.7,87.6,5.1,3.8
Kansas,1994,1.1,6.9,8,63.3,5.1,2.6
Iowa,1994,2.0,3.9,5.9,70.2,8.4,2.8
Indiana,1994,5.6,7.7,13.2,143.3,6.2,5.8
Louisiana,1994,8.8,8.2,17,105.1,7.4,4.3
Ohio,1995,12.3,16.1,28.3,297.5,3.4,11.1
Nebraska,1995,1.4,4.7,6.1,45.1,1.6,1.6
Nevada,1995,2.0,5.4,7.4,49.2,6.8,1.5
New Hampshire,1995,5.8,1.2,6.9,31.9,7.0,1.2
New Jersey,1995,24.4,15.4,39.8,263.5,2.6,8.1
New Mexico,1995,1.8,3.1,4.9,42.1,-1.0,1.7
New York,1995,68.5,73.7,142.2,582.7,2.8,18.5
North Carolina,1995,4.5,17.4,22,193.5,4.5,7.3
North Dakota,1995,0.9,1.0,1.8,14.8,1.6,0.6
Oklahoma,1995,3.7,5.1,8.8,70.9,1.7,3.3
Tennessee,1995,2.8,18.3,21.1,137.1,3.4,5.3
Pennsylvania,1995,14.3,38.5,52.8,313,3.4,12.1
Rhode Island,1995,5.5,0.8,6.3,25.6,2.8,1.0
South Carolina,1995,5.0,7.1,12.1,87.2,4.1,3.7
South Dakota,1995,1.7,0.7,2.4,18.1,2.0,0.7
Texas,1995,9.9,55.8,65.7,507.7,4.5,18.8
All states combined,1995,427.2,688.1,"1,115.40","7,639.70",2.7,264.6
Utah,1995,2.1,8.8,10.8,46.7,7.5,2.0
Vermont,1995,1.7,0.5,2.2,13.9,-0.6,0.6
Virginia,1995,8.7,13.4,22.1,186.2,3.0,6.6
Montana,1995,2.2,0.7,2.9,17.5,0.6,0.8
West Virginia,1995,2.6,3.9,6.5,36.1,2.4,1.8
Oregon,1995,5.5,5.9,11.4,81.6,6.0,3.1
Washington,1995,8.8,24.6,33.4,155.1,0.7,5.4
Iowa,1995,2.1,5.3,7.4,73.1,2.1,2.9
Mississippi,1995,1.9,3.7,5.6,55,4.4,2.7
Alaska,1995,3.2,3.8,7.1,25.4,5.6,0.6
Arizona,1995,3.0,15.4,18.4,109.9,7.2,4.3
Arkansas,1995,2.0,3.1,5.1,54.6,4.0,2.5
Alabama,1995,3.8,7.5,11.2,95.8,4.2,4.2
California,1995,48.2,93.8,142,911.6,3.7,31.7
Colorado,1995,3.4,15.6,19,112.7,5.6,3.8
Connecticut,1995,15.5,4.0,19.4,123.2,6.7,3.3
Delaware,1995,3.5,1.2,4.7,27.7,5.9,0.7
District of Columbia,1995,0.0,4.4,4.4,47.1,-1.1,0.6
Florida,1995,15.4,49.1,64.5,347,3.9,14.4
Georgia,1995,5.6,17.2,22.8,203.4,6.0,7.3
Missouri,1995,6.7,6.5,13.2,140.1,5.1,5.4
Hawaii,1995,5.2,2.0,7.2,37.8,-1.1,1.2
Illinois,1995,22.0,26.9,48.8,364.5,2.6,11.9
Indiana,1995,5.5,7.9,13.4,150.4,2.8,5.8
Wyoming,1995,0.8,1.1,1.9,14.6,1.7,0.5
Kansas,1995,1.1,6.8,7.9,65.3,1.0,2.6
Kentucky,1995,7.1,12.3,19.4,91.9,2.7,3.9
Louisiana,1995,8.5,8.8,17.3,112.9,5.2,4.3
Maine,1995,3.0,1.6,4.6,28.2,3.9,1.3
Maryland,1995,9.4,12.0,21.4,139.1,2.2,5.0
Massachusetts,1995,27.7,10.5,38.2,196.4,3.6,6.2
Michigan,1995,12.5,17.6,30.1,256.6,-0.1,9.6
Minnesota,1995,4.5,17.2,21.7,135.1,3.3,4.6
Idaho,1995,1.3,0.8,2.1,27.8,6.8,1.1
Wisconsin,1995,8.2,10.2,18.5,135.3,2.4,5.1
West Virginia,1996,2.8,3.7,6.5,37.2,1.1,1.8
Alaska,1996,3.2,3.6,6.8,26.7,3.2,0.6
New Hampshire,1996,5.8,1.1,6.9,34.6,6.5,1.2
New Jersey,1996,25.6,16.0,41.6,278.2,3.7,8.1
New Mexico,1996,2.1,3.3,5.4,44.5,3.8,1.7
New York,1996,73.1,76.6,149.7,620.2,4.5,18.6
North Carolina,1996,4.5,17.0,21.5,203.8,3.5,7.4
North Dakota,1996,0.8,0.9,1.7,16.5,9.1,0.6
Ohio,1996,12.6,16.3,29,311.1,2.7,11.1
Oklahoma,1996,3.9,5.1,9,76.3,5.8,3.3
Oregon,1996,6.1,6.4,12.5,93.3,12.4,3.2
Rhode Island,1996,5.5,1.0,6.5,26.5,1.7,1.0
Nevada,1996,2.3,5.9,8.2,54.4,8.5,1.6
South Carolina,1996,5.3,6.8,12.1,90.8,2.1,3.8
Tennessee,1996,3.1,19.4,22.5,143.2,2.6,5.3
Texas,1996,14.6,61.4,76,551.5,6.7,19.2
All states combined,1996,452.4,717.3,"1,169.70","8,073.10",3.8,267.9
Utah,1996,2.5,9.0,11.5,52,9.3,2.0
Vermont,1996,1.7,0.5,2.3,14.7,3.7,0.6
Virginia,1996,8.8,15.4,24.2,197.8,4.3,6.7
Washington,1996,9.0,22.8,31.8,166.5,5.5,5.5
Wisconsin,1996,9.1,10.6,19.7,143.4,4.1,5.2
Wyoming,1996,0.8,1.1,1.9,15.8,5.9,0.5
Alabama,1996,3.6,8.0,11.6,100.1,2.6,4.3
South Dakota,1996,1.7,0.7,2.4,19.4,5.6,0.7
Nebraska,1996,1.4,4.8,6.2,49,6.7,1.7
Pennsylvania,1996,15.0,43.4,58.5,325,2.0,12.1
Missouri,1996,7.1,6.7,13.9,148.3,3.9,5.4
Arizona,1996,2.9,16.3,19.2,119.5,6.8,4.5
Montana,1996,2.2,0.7,2.9,18.1,1.6,0.9
Arkansas,1996,2.1,3.7,5.8,58,4.3,2.5
California,1996,45.9,97.9,143.8,964.2,3.9,32.2
Colorado,1996,3.6,15.7,19.3,121.1,5.5,3.9
Connecticut,1996,21.5,4.1,25.6,129.1,2.9,3.4
Delaware,1996,4.3,1.2,5.5,29.2,3.3,0.7
District of Columbia,1996,0.0,4.1,4.1,47.8,-0.3,0.6
Georgia,1996,6.2,17.5,23.7,220,6.2,7.5
Hawaii,1996,5.1,2.1,7.2,38.1,-0.9,1.2
Idaho,1996,1.5,0.9,2.3,28.9,2.3,1.2
Illinois,1996,22.7,29.7,52.4,383.5,3.3,12.0
Florida,1996,15.5,49.6,65.2,370.9,5.0,14.7
Minnesota,1996,4.9,17.2,22.1,145.9,6.0,4.7
Iowa,1996,2.1,4.3,6.4,78.8,5.8,2.9
Kansas,1996,1.2,6.9,8.1,69.6,4.7,2.6
Kentucky,1996,7.0,12.4,19.4,96.6,3.2,3.9
Louisiana,1996,7.5,8.9,16.3,118.8,3.4,4.4
Maine,1996,3.2,1.5,4.7,29.3,2.0,1.3
Maryland,1996,9.7,12.6,22.2,145,2.4,5.1
Massachusetts,1996,29.3,11.3,40.6,210.6,5.3,6.2
Michigan,1996,13.7,17.9,31.6,270.3,3.4,9.7
Indiana,1996,6.1,9.3,15.4,158.4,3.4,5.9
Mississippi,1996,2.2,3.9,6.1,57.5,2.6,2.7
Indiana,1997,6.8,10.0,16.8,170.5,7.3,5.9
Iowa,1997,2.0,4.2,6.3,82.6,5.3,2.9
Kansas,1997,1.2,7.6,8.8,74.7,10.1,2.6
Kentucky,1997,7.1,13.9,21,104.6,11.3,3.9
Michigan,1997,14.4,21.1,35.6,299.8,7.6,9.7
Maine,1997,3.2,1.6,4.8,30.6,7.6,1.3
Maryland,1997,9.9,12.6,22.5,159.3,11.6,5.1
Massachusetts,1997,29.4,12.1,41.5,237.3,5.2,6.2
Illinois,1997,23.8,28.4,52.2,415.8,10.3,12.1
Louisiana,1997,7.0,9.2,16.2,116.5,24.3,4.4
Idaho,1997,1.6,1.0,2.6,29.4,-6.3,1.2
Alabama,1997,4.1,8.4,12.5,104.1,5.0,4.3
Georgia,1997,6.2,19.7,25.9,242.6,9.4,7.6
Florida,1997,16.0,54.4,70.4,401.7,10.7,15.0
District of Columbia,1997,0.0,4.3,4.3,52.5,21.9,0.6
Delaware,1997,3.4,1.3,4.7,33,13.5,0.7
Connecticut,1997,17.1,4.6,21.6,138.6,8.1,3.4
Colorado,1997,3.4,16.0,19.4,136.7,11.3,4.0
California,1997,45.3,110.8,156.1,"1,070.50",4.6,32.6
Arkansas,1997,2.2,3.8,6,59.9,4.5,2.6
Arizona,1997,2.7,18.5,21.3,132.4,3.2,4.6
Alaska,1997,3.3,3.8,7.1,25.7,15.7,0.6
Minnesota,1997,4.9,18.6,23.5,155.9,6.3,4.7
Hawaii,1997,5.3,2.1,7.4,37.7,6.9,1.2
Mississippi,1997,2.5,4.5,7,58.3,6.0,2.8
Wisconsin,1997,9.8,12.0,21.8,153.2,6.8,5.2
Nebraska,1997,1.5,4.7,6.2,49.9,5.6,1.7
Wyoming,1997,0.9,1.2,2.1,14.7,17.3,0.5
West Virginia,1997,3.0,3.7,6.7,38.8,16.5,1.8
Washington,1997,9.5,24.1,33.6,193.9,19.3,5.6
Virginia,1997,9.9,17.5,27.5,217.3,11.6,6.8
Vermont,1997,2.0,0.6,2.7,15.4,-0.1,0.6
Utah,1997,2.5,9.5,12,57.7,13.5,2.1
All states combined,1997,456.7,764.8,"1,221.50","8,577.60",4.4,271.2
Texas,1997,12.5,65.9,78.3,610.3,15.8,19.6
Tennessee,1997,3.3,12.2,15.5,154.4,7.8,5.4
South Dakota,1997,1.8,0.8,2.7,19,-5.9,0.7
South Carolina,1997,5.3,8.8,14.1,97.4,8.8,3.8
Rhode Island,1997,5.3,1.1,6.4,28.9,11.1,1.0
Pennsylvania,1997,15.4,44.5,59.9,356.1,11.6,12.2
Oregon,1997,5.8,7.3,13.1,100.9,-7.0,3.2
Oklahoma,1997,3.8,5.8,9.6,79.1,10.7,3.4
Ohio,1997,13.4,17.7,31.1,343.5,11.0,11.2
North Dakota,1997,0.9,1.0,1.9,15.7,-0.5,0.6
North Carolina,1997,5.7,18.2,23.9,233.9,13.6,7.6
New York,1997,74.1,77.5,151.5,718.3,15.3,18.7
New Mexico,1997,2.5,3.9,6.3,52.5,10.8,1.7
New Jersey,1997,26.6,16.7,43.3,307.9,12.1,8.2
New Hampshire,1997,5.8,1.2,7.1,38.2,2.5,1.2
Nevada,1997,2.8,7.5,10.3,60.6,21.5,1.7
Missouri,1997,7.6,7.5,15.1,163.2,12.7,5.4
Montana,1997,2.1,1.2,3.3,19.3,17.8,0.9
Wyoming,1998,1.0,1.1,2.2,14.9,2.4,0.5
Missouri,1998,8.1,7.9,16,169.4,1.7,5.5
Nevada,1998,2.9,8.4,11.3,65.3,5.1,1.8
New Hampshire,1998,5.4,1.2,6.6,40.6,6.6,1.2
New Jersey,1998,27.2,19.3,46.6,319.9,1.8,8.3
New Mexico,1998,2.6,4.0,6.6,50.7,-0.5,1.8
New York,1998,73.3,82.5,155.7,745.2,2.0,18.8
North Carolina,1998,6.9,18.7,25.6,245.9,3.1,7.7
North Dakota,1998,0.9,1.1,1.9,16.8,5.7,0.6
Ohio,1998,14.2,19.8,33.9,361.6,3.4,11.3
Oklahoma,1998,4.0,5.5,9.4,81.2,2.1,3.4
Oregon,1998,5.7,7.7,13.4,105.1,4.8,3.3
Nebraska,1998,1.9,4.6,6.5,51.8,2.2,1.7
Pennsylvania,1998,16.4,45.5,61.9,372.7,2.6,12.2
